KURUMLAR LİSTE,,,,,,,,,
IL_ADI,ILCE_ADI,KURUM_ADI,ADRES,TEL,FAX,MERNIS_ADRES_KODU,WEB_ADRES,KURUM_TUR_ADI,KURUM_TUR_KODU
İSTANBUL,BEŞİKTAŞ,50. YIL SÜHEYLA ARTAM İLKOKULU,VİŞNEZADE MAH. PROF. DR. ALAEDDİN YAVAŞÇA SK. 50.YIL SÜHEYLA ARTAN İLKÖĞRETİ BLOK NO: 1 BEŞİKTAŞ / İSTANBUL,(212) 261 92 75,(212) 259 45 99,1594036293,suheylaartam.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,AHMET MİTHAT EFENDİ İLKOKULU,YALIKÖY MAH. MOTORCU SK. NO: 25 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 323 67 40,,1266447513,ahmetmithatefendiilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ALİBAHADIR İLKOKULU,ALİBAHADIR MAH. YÜZBAŞI OSMAN NURİ BEY CAD. NO: 2 BEYKOZ / İSTANBUL,(216) 319 49 79,(216) 319 42 70,1835839620,beykozalibahadirilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ANADOLUKAVAĞI MESADET TAYLAN İLKOKULU,ANADOLU KAVAĞI MAH. MEKTEP SK. NO: 14 BEYKOZ / İSTANBUL,(216) 320 24 08,(216) 320 21 87,2577403849,anadolukavagimti.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ATATÜRK İLKOKULU,ÇUBUKLU MAH. ŞEHİT ASTSUBAY ÖMER HALİSDEMİR CAD. NO: 32/1 BEYKOZ / İSTANBUL,(216) 322 54 14,(216) 322 40 96,1251209746,beykozataturkilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,BAHATTİN ÖZYAZICI İLKOKULU,RÜZGARLIBAHÇE MAH. GENCER SK. BAHATTİN ÖZYAZICI İLKOKULU BLOK NO: 52 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 413 10 40,,1524479738,bahattinozyaziciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,BEYKOZ EĞİTİME DESTEK DERNEĞİ İLKOKULU,ZERZAVATÇI MAH. ŞEHİT CENGİZ CAD. NO: 55 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 319 49 60,,2475718314,saittascioglu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,BİBİ GENCELİ İLKOKULU,ÖRNEKKÖY MAH. ŞİRİNDERE CAD. NO: 61 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 440 30 08,(216) 440 01 12,1996034292,bibigenceli.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,BOZHANE İLKOKULU,BOZHANE MAH. ÇARŞI CAD. NO: 1 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 433 34 65,(216) 433 33 55,1387054594,beykozbozhaneilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ÇAVUŞBAŞI AHMET AKÇA İLKOKULU,ÇİFTLİK MAH. ÇAVUSBAŞI CUMHURİYET CAD. NO: 144 BEYKOZ / İSTANBUL,(216) 479 64 82,(216) 479 21 20,2257014536,ahmetakcaio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ÇİĞDEM İLKOKULU,ÇİĞDEM MAH. KARAGÖZSIRTI CAD. BEYKOZ ÇIĞDEM İLKOKULU NO: 144 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 425 64 58,(216) 424 06 53,5229196158,beykozcigdemilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,DEFTERDAR MEHMET BEY İLKOKULU,GÖKSU MAH. BARUTHANE CAD. DEFTERDARMEHMETBEY İLOKULU LOJ SİTESİ NO: 4 İÇ KAPI NO: 4 BEYKOZ / İSTANBUL,(216) 462 45 52,(216) 308 19 28,2446654473,defterdarmehmetbeyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,FATİNHOCA İLKOKULU,GÜMÜŞSUYU MAH. SULTANİYE CAD. NO: 75 BEYKOZ / İSTANBUL,(216) 331 00 94,(216) 425 15 77,2164017499,fatinhocailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,FİRUZBEY İLKOKULU,PAŞAMANDIRA MAH. DEĞİRMENDERE CAD. NO: 28 BEYKOZ / İSTANBUL,(216) 433 34 60,(216) 433 34 60,2519816843,firuzbeyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,GÜNDOĞDU NENE HATUN İLKOKULU,ÇENGELDERE MAH. ŞEHZADE CAD. GÜNDOĞDU NENE HATUN İLKOKULU BLOK NO: 1/1 BEYKOZ / İSTANBUL,(216) 479 85 64,(216) 479 85 64,3736611942,beykoznenehatunilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,GÜZELCEHİSAR İLKOKULU,ANADOLU HİSARI MAH. KIZILSERÇE SK. NO: 14 BEYKOZ / İSTANBUL,(216) 332 55 65,(216) 332 55 65,2197916410,guzelcehisarilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,HALİDE EDİP İLKOKULU,İNCİRKÖY MAH. KÖYÖNÜ CAD. NO: 65 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 425 09 52,(216) 331 10 44,2539604997,halideedipilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,İSHAKLI İLKOKULU,İSHAKLI MAH. BEYKOZ CAD. NO: 1 BEYKOZ / İSTANBUL,(216) 434 51 63,(216) 434 51 63,2909503852,ishakliilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,İSMAİL ÖZSEÇKİN İLKOKULU,AKBABA MAH. MARAŞ CAD. NO: 56 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 320 44 20,,2110330475,ismailozseckinilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,KARLITEPE İLKOKULU,GÜMÜŞSUYU MAH. ÇIRAK SK. NO: 1 BEYKOZ / İSTANBUL,(216) 413 50 75,(216) 413 18 22,1516339080,beykozkarlitepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,KAVACIK BORSA İSTANBUL İLKOKULU,KAVACIK MAH. OTAĞTEPE CAD. NO: 1 BEYKOZ / İSTANBUL,(216) 465 18 29,(216) 465 18 28,2126818810,beykozkavacikilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,KEMALETTİN TUĞCU İLKOKULU,ÖRNEKKÖY MAH. 23 NİSAN CAD. NO: 20 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 440 30 07,(216) 440 34 10,2030233155,kemalettintugcuilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,KILIÇLI İLKOKULU,KILIÇLI MAH. AŞAĞI MAHALLE CAD. NO: 24 BEYKOZ / İSTANBUL,(216) 434 56 88,(216) 434 56 88,2867805240,beykozkilicliilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,MAHMUT ŞEVKETPAŞA İLKOKULU,MAHMUTŞEVKETPAŞA MAH. MAHMUTŞEVKETPAŞA CAD. NO: 3 BEYKOZ / İSTANBUL,(216) 319 42 75,(216) 319 41 48,1499550844,beykozmahmutsevketpasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,MEHMET EMİN PULATKONAK İLKOKULU,YENİ MAHALLE MAH. DR.ÖMER BESİM PAŞA CAD. NO: 55 BEYKOZ / İSTANBUL,(216) 332 05 05,(216) 332 75 11,2046121485,mepi.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,NECİP FAZIL KISAKÜREK İLKOKULU,ELMALI MAH. KESER CAD. NO: 76 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 440 30 06,(216) 440 02 36,1770171351,nfkisakurekilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,NERİMAN VE MİKTAT KÜTÜKDE İLKOKULU,GÖRELE MAH. BAHRİ YAŞAR YILMAZ CAD. NERİMAN VE MİKTAT KÜTÜKDE İLKOKULU SİTESİ NERİMAN VE MİKTAT KÜTÜKDE İLKOKULU BLOK NO: 17 BEYKOZ / İSTANBUL,,,2447819232,nerimanvemiktatkutukdeio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ORAMİRAL VURAL BAYAZIT İLKOKULU,Poyrazköy Mh. Dalga sk.no 3.Beykoz/Istanbul,(216) 320 14 32,(216) 320 11 58,1361585860,oramiralvuralbayazitilk.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,SADETTİN GÖKÇEPINAR İLKOKULU,ÇAMLIBAHÇE MAH. GÖRDEŞLİ MAKBULE SK. NO: 88/1 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 323 67 53,(216) 323 86 02,1642974529,sadettingokcepinarilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,SEDAT SİMAVİ İLKOKULU,KANLICA MAH. İBRAHİM PAŞA CAD. NO: 5 BEYKOZ / İSTANBUL,(216) 537 70 81,(216) 537 70 82,1129652010,sedatsimaviilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,SOĞUKSU İLKOKULU,SOĞUKSU MAH. MEHMET AKİF ERSOY CAD. NO: 132 BEYKOZ / İSTANBUL,(216) 331 30 30,(216) 331 30 31,2098319771,beykozsoguksuio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ŞAHİNKAYA İLKOKULU,MERKEZ MAH. KIŞLA CAD. NO: 2 BEYKOZ / İSTANBUL,(216) 323 65 90,(216) 323 95 33,1408642773,beykozsahinkayailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ŞEHİT ADIL DOĞAN İLKOKULU,TOKATKÖY MAH. SULTAN AZİZ CAD. ŞEHİT ADİL DOĞAN İLKOKULU NO: 31 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 323 88 23,(216) 424 01 10,1056154543,sehitadildoganilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ŞEHİT ER ERSİN GÜNER İLKOKULU,GÖZTEPE MAH. BEGONYA CAD. NO: 77 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 465 03 33,(216) 465 58 30,2380910337,sehitersingunerilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ŞEHİT İSMAİL KEFAL İLKOKULU,ÇUBUKLU MAH. MEKTEP SK. NO: 1 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 331 02 63,,2106119452,beykozcubukluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,TÜRKER İNANOĞLU İLKOKULU,ÇENGELDERE MAH. ŞEHZADE CAD. GÜNDOĞDU NENE HATUN İLKOKULU ANA SINIFI BİNASI BLOK NO: 1/3 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 479 64 86,(216) 479 64 86,5314360230,inanogluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,TÜRKİYE FUTBOL FEDERASYONU İLKOKULU,RİVA MAH. ŞEHİT LEVENT BİRBEN CAD. RİVA BEYKOZ SERİSİ 17 NUMARALI BÖLME BLOK NO: 2 BEYKOZ / İSTANBUL,(216) 319 11 83,(216) 319 11 83,2286761412,tffilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,ZAFER SARIYER İLKOKULU,YAVUZ SELİM MAH. 19 MAYIS CAD. NO: 42 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 479 62 60,(216) 479 83 17,5058785006,zafersariyerilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYKOZ,75. YIL CUMHURİYET İLKOKULU,CUMHURİYET MAH. BAĞLAR CAD. NO: 17 İÇ KAPI NO: 1 BEYKOZ / İSTANBUL,(216) 434 56 14,(216) 434 63 40,1184261350,beykoz75yilcumhuriyet.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,BAKİ GÜNDÜZ İLKOKULU,DEREAĞZI MAH. FARUK SK. Baki Gündüz İöo. BLOK NO: 4 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 880 55 54,(212) 880 13 11,2440343891,bakigunduzilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ HALDUN TANER İLKOKULU,CUMHURİYET MAH. SÖĞÜT SK. HALDUN TANER İLKÖĞRETİM OKULU SİTESİ NO: 1 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 873 81 88,(212) 873 84 25,1214855726,halduntanerilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,BEYLİKDÜZÜ MEHMET GESOĞLU İLKOKULU,BÜYÜKŞEHİR MAH. 19 MAYIS CAD. MEHMET GESOĞLU SİTESİ İLKÖĞRETİM OKULU BLOK NO: 20 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 873 49 00,(212) 873 19 46,2283420145,mehmetgesoglu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,BİZİMKENT İLKOKULU,CUMHURİYET MAH. ATATÜRK BUL. - SİTESİ - BLOK NO: 6 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 873 18 90,(212) 873 18 91,2205122720,bizimkentilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,BÜYÜKŞEHİR İLKOKULU,BÜYÜKŞEHİR MAH. HÜSEYİN YILDIZ SK. Büyükşehir İlköğretim Okulu BLOK NO: 4 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 872 17 60,(212) 873 17 71,2497013033,buyuksehirilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,ÇAĞDAŞ YAŞAM PROFESÖR AHMET MERDİVENCİ İLKOKULU,YAKUPLU MAH. KANUNİ CAD. 125. YIL İ.Ö.OKULU SİTESİ Yakuplu 125. İlköğretim Okulu BLOK NO: 12 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 875 90 01,(212) 875 90 02,3370310637,cypamerdivenciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,ÇAĞDAŞ YAŞAM-N.KAMURAN EMİROĞLU İLKOKULU,BARIŞ MAH. ADNAN KAHVECİ CAD. NO: 11 BEYLİKDÜZÜ / İSTANBUL,(212) 873 71 38,(212) 873 71 39,1309352597,cyke.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,DR.HAYDAR ASLAN İLKOKULU,BARIŞ MAH. Kıbrıs Caddesi Dr.Haydar Aslan İlk Okulu BLOK NO: 28/1 İÇ KAPI NO: 1,(212) 852 38 31,(212) 852 38 30,2261520858,drhaydaraslan.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,EVLİYA ÇELEBİ İLKOKULU,YAKUPLU MAH. 14. SK. OKUL BLOK NO: 1 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 876 16 78,(212) 876 16 79,3001328776,evliyacelebi.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,FATMA ŞENSOY İLKOKULU,KAVAKLI MAH. OĞUZHAN CAD. FATMA ŞENSOY İ.Ö.O SİTESİ NO: 18 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 876 67 09,(212) 876 67 09,3220317899,fatmasensoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,GÜRPINAR AZİME YILMAZ İLKOKULU,ADNAN KAHVECİ MAH. AVRUPA CAD. Gürpınar Azime Yılmaz İlk Öğretim Okulu BLOK NO: 8 İÇ KAPI NO: 2 BEYLİKDÜZÜ / İSTANBUL,(212) 880 21 66,(212) 880 61 04,3497811327,azimeyilmazio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,GÜRPINAR YEŞİLKENT İLKOKULU,ADNAN KAHVECİ MAH. KAFKAS CADDESİ:ÇELİK SK. NO: 5 BEYLİKDÜZÜ / İSTANBUL,(212) 855 76 71,(212) 855 76 72,1657670103,gurpinaryesilkent.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,GÜRPINAR 75 YIL CUMHURİYET İLKOKULU,GÜRPINAR MAH. TEVFİK FİKRET CAD. - SİTESİ İ.Ö.O BLOK NO: 14 İÇ KAPI NO: 5 BEYLİKDÜZÜ / İSTANBUL,(212) 880 61 73,(212) 880 67 58,2051827752,gurpinar75ci.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,İBRAHİM FERİDUN TINAZTEPE İLKOKULU,KAVAKLI MAH. CİHAN SK. OKUL BLOK NO: 23/1 BEYLİKDÜZÜ / İSTANBUL,(212) 876 51 02,(212) 876 51 02,2735852093,ibrahimferiduntinaztepeio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,İHLAS İLKOKULU,MARMARA MAH. SELVİ SK. İHLAS MARMARA EVLERİ SİTESİ BLOK NO: 2 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 875 40 98,(212) 875 40 98,3433910183,ihlasilkokul.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,NACİYE TINAZTEPE İLKOKULU,MARMARA MAH. 99. SK. - SİTESİ NACIYE TINAZTEPE İLK OKULU BLOK NO: 1/1 İÇ KAPI NO: 0 BEYLİKDÜZÜ / İSTANBUL,(212) 879 07 98,(212) 879 07 98,1013910508,naciyetnaztepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,NEŞE SEVER İLKOKULU,ADNAN KAHVECİ MAH. USTA SK. - SİTESİ NEŞE SEVER İLKOKULU BLOK NO: 4 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 855 92 00,(212) 855 92 01,1448878544,neseseverilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,SEVİM ÇUHADAROĞLU ILKOKULU,ADNAN KAHVECİ MAH. ENDER SK. SEVİM ÇUHADAROĞLU İLKOKULU BLOK NO: 4 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 856 00 76,(212) 856 00 76,3620523575,sevimcuhadarogluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,ŞEHİT BİLAL ÖZCAN İLKOKULU,ADNAN KAHVECİ MAH. TOPÇU SK. - SİTESİ - BLOK NO: 3 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 855 23 22,(212) 855 34 39,2723534455,sehitbilalozcanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,YAKUPLU İLKOKULU,YAKUPLU MAH. 80. SK. NO: 2 İÇ KAPI NO: 1 BEYLİKDÜZÜ / İSTANBUL,(212) 875 59 38,(212) 875 10 02,2820402382,yakupluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYLİKDÜZÜ,4 EYLÜL İLKOKULU,KAVAKLI MAH. İBRAHİM MÜTEFERRİKA CAD. NO: 8/1 BEYLİKDÜZÜ / İSTANBUL,,,2804553408,774492.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,AHMET EMİN YALMAN İLKOKULU,YAHYA KAHYA MAH. BAHRİYE CAD. AHMET EMİN YALMAN İLKÖĞR BLOK NO: 44 İÇ KAPI NO: 1 BEYOĞLU / İSTANBUL,(212) 238 98 62,(212) 250 77 47,2082720513,ahmeteminyalmanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,CEZAYİRLİ GAZİ HASANPAŞA İLKOKULU,CAMİİKEBİR MAH. BÜLENT DEMİR CAD. CEZAYİRLİ GAZİ HASANPAŞA BLOK NO: 1 İÇ KAPI NO: 1 BEYOĞLU / İSTANBUL,(212) 250 40 87,(212) 297 41 41,1888327036,cezayirligazihasanpasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,FİRUZAĞA İLKOKULU,FİRUZAĞA MAH. TÜRKGÜCÜ CAD. FİRUZAĞA İLKÖĞRETİM OKUL BLOK NO: 64 BEYOĞLU / İSTANBUL,(212) 245 26 15,(212) 244 95 28,2186217002,firuzagailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,GALATASARAY ÜNİVERSİTESİ GALATASARAY İLKOKULU,KULOĞLU MAH. İSTİKLAL CAD. GALATASARAY LİSESİ BLOK NO: 159/3 BEYOĞLU / İSTANBUL,(212) 233 47 25,(212) 233 67 62,1763231154,gsio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,HALİÇ İLKOKULU,SÜTLÜCE MAH. SANDALCI KERİM SK. HALİÇ İLKOKULU BLOK NO: 8 İÇ KAPI NO: 1 BEYOĞLU / İSTANBUL,(212) 255 78 80,(212) 255 78 78,1170750994,halicilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,HÜVİYET BEKİR İLKOKULU,BOSTAN MAH. KURTULUŞ DERESİ CAD. NO: 52 Dolapdere/BEYOĞLU / İSTANBUL,(212) 255 34 34,(212) 255 34 34,1146191950,huviyetbekir.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,İHSAN ŞERİF İLKOKULU,KEÇECİ PİRİ MAH. ÇÖP ÜSTÜ SK. NO: 1 BEYOĞLU / İSTANBUL,(212) 297 21 99,(212) 256 99 50,3322915673,ihsanserifilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,İTO KADINLAR ÇEŞMESİ İLKOKULU,PİYALEPAŞA MAH. PİYALEPAŞA CAD. İTO KADINLAR ÇEŞMESİ BLOK NO: 94 BEYOĞLU / İSTANBUL,(212) 256 40 70,(212) 253 32 32,1358844494,itokadinlarcesmesiilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,MEHMET AKİF ERSOY İLKOKULU,HACIAHMET MAH. CİN DERESİ SK. NO: 4 BEYOĞLU / İSTANBUL,(212) 253 03 46,(212) 253 03 46,1813369400,beyoglumehmetakifersoyio.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,MUALLİM CEVDET İLKOKULU,HALICIOĞLU MAH. BONCUK SK. NO: 6 BEYOĞLU / İSTANBUL,(212) 369 30 37,(212) 369 30 36,1981362575,muallimcevdet.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,NAMIK KEMAL İLKOKULU,ÖMER AVNİ MAH. SELİME HATUN CAMİİ SK. NAMIK KEMAL İLK.ÖĞR.OKUL BLOK NO: 4 İÇ KAPI NO: 1 BEYOĞLU / İSTANBUL,(212) 244 41 44,(212) 244 40 60,1249648294,beyoglunamikkemalilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,OKÇU MUSA İLKOKULU,BEREKETZADE MAH. GALATA KULESİ SK. OKCU MUSA ILKOGRETIM OKULU BLOK NO: 19/3 BEYOĞLU / İSTANBUL,(212) 249 99 39,(212) 244 28 40,2581934193,okcumusa.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,ORBAY İLKOKULU,KÜÇÜK PİYALE MAH. AĞAÇ KÖPRÜ SK. ORBAY İLKÖĞRETİM OKULU BLOK NO: 8 BEYOĞLU / İSTANBUL,(212) 238 58 00,(212) 238 26 44,2300813140,orbayilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,PİRİPAŞA İLKOKULU,PİYALEPAŞA MAH. OKUL SK. PİRİPAŞA İLKÖĞRETİMOKULU BLOK NO: 2 İÇ KAPI NO: 2 BEYOĞLU / İSTANBUL,,,1978623831,piripasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,PİYALEPAŞA İLKOKULU,KADI MEHMET MAH. KADI MEHMET ÇIKMAZI SK. PİYALEPAŞA İLKÖĞRETİM OK BLOK NO: 2 BEYOĞLU / İSTANBUL,(212) 297 05 98,(212) 238 67 17,2182317087,piyalepasailkokul.meb.k12.tr,İlkokul,225
İSTANBUL,BEYOĞLU,ŞEHİT ÖĞRETMEN NEŞE ALTEN İLKOKULU,ÖRNEKTEPE MAH. BAŞ SK. ŞEHİT ÖĞRETMEN NEŞE ALTEN BLOK NO: 1 İÇ KAPI NO: 1 BEYOĞLU / İSTANBUL,(212) 255 75 00,(212) 320 59 02,2284313877,nesealtenilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,ADEM ÇELİK İLKOKULU,CUMHURİYET MAH. ŞİMŞEK SK. ADEM ÇELİK İ.Ö.O BLOK NO: 4/1 BÜYÜKÇEKMECE / İSTANBUL,(212) 872 75 23,(212) 872 10 03,2307119079,ademcelik.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,ADNAN KAHVECİ İLKOKULU,KARAAĞAÇ MAH. TUNCER SK. NO: 9 BÜYÜKÇEKMECE / İSTANBUL,(533) 553 02 34,,1648669768,adnankahveciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,AHMEDİYE ZÜBEYDE HANIM İLKOKULU,AHMEDİYE MAH. OKULLU SK. NO: 8 İÇ KAPI NO: 1 BÜYÜKÇEKMECE / İSTANBUL,(212) 887 25 16,(212) 887 25 16,2851938106,ahmediyezubeydehanimilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,AKÇANSA MEHMET AKİF ERSOY İLKOKULU,HÜRRİYET MAH. AKSUNGUR SK. OKUL SİTESİ NO: 1 İÇ KAPI NO: 1 BÜYÜKÇEKMECE / İSTANBUL,(212) 861 28 04,(212) 861 31 97,3604909204,akcansamehmetakifersoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,AŞİRET DALCI İLKOKULU,MURAT ÇEŞME MAH. HOŞSOHBET SK. AŞİRET DALCI İ.Ö.O BLOK NO: 2 İÇ KAPI NO: 1 BÜYÜKÇEKMECE / İSTANBUL,(212) 863 41 23,,1712239282,asiretdalciilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,BAHADIR DEMİR İLKOKULU,TÜRKOBA MAH. ZEKİ BORA CAD. BAHADIR DEMİR İLK ÖĞRETİM OKUL SİTESİ İLKÖĞRETİM BLOK NO: 21 İÇ KAPI NO: 1 BÜYÜKÇEKMECE / İSTANBUL,(212) 860 06 05,(212) 860 06 03,1277253801,bahadirdemirilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,BÜYÜKÇEKMECE,BATIKÖY MEMURDAN ARMAĞAN İLKOKULU,EKİNOBA MAH. EZBER SK. MEMURDAN ARMAĞAN İ.Ö.O SİTESİ NO: 4 İÇ KAPI NO: 1 BÜYÜKÇEKMECE / İSTANBUL,(212) 864 27 42,(212) 864 27 41,1932159385,batikoymemurdanarmaganilkokulu.meb.k12.tr,İlkokul,225
