KURUMLAR LİSTE,,,,,,,,,
IL_ADI,ILCE_ADI,KURUM_ADI,ADRES,TEL,FAX,MERNIS_ADRES_KODU,WEB_ADRES,KURUM_TUR_ADI,KURUM_TUR_KODU
İSTANBUL,GAZİOSMANPAŞA,GAZİPAŞA İLKOKULU,KARADENİZ MAH. 1128. SK. NO: 22/1 GAZİOSMANPAŞA / İSTANBUL,(212) 537 77 65,(212) 649 07 07,3428836799,gopgazipasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,HAVUZBAŞI ATİLLA BAYKAL İLKOKULU,MERKEZ MAH. HALİTPAŞA CAD. HAVUZBAŞI ATİLLA BAYKAL İLKOKULU BLOK NO: 2/1 GAZİOSMANPAŞA / İSTANBUL,(212) 545 51 57,(212) 545 51 57,5414041326,havuzbasiab.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,KARLITEPE İLKOKULU,YENİDOĞAN MAH. KÖŞEGEN SK. KARLITEPE İLK OKULU BLOK NO: 77 İÇ KAPI NO:77/1 GAZİOSMANPAŞA / İSTANBUL,(212) 564 55 34,(212) 564 55 34,2974019602,karlitepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,MİTHATPAŞA İLKOKULU,KARLITEPE MAH. GÜLSERENLER SK. MİTHATPAŞA İLKÖĞRETİM OKULU BLOK NO: 21 İÇ KAPI NO: 1 GAZİOSMANPAŞA / İSTANBUL,(212) 616 56 93,(212) 616 56 93,1973525288,gop-mithatpasa.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,PREVEZE İLKOKULU,BARBAROS HAYRETTİNPAŞA MAH. 1072/2. SK. PREVEZE SİTESİ İLKÖĞRETİM OKULU BLOK NO: 1 İÇ KAPI NO: 1 GAZİOSMANPAŞA / İSTANBUL,(212) 537 54 53,(212) 537 54 33,2040454312,preveze.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,PROF.DR. GAZİ YAŞARGİL İLKOKULU,KAZIM KARABEKİR MAH. 912. SK. PROF.DR. GAZİ YAŞARGİL İ.Ö.O. BLOK NO: 2 GAZİOSMANPAŞA / İSTANBUL,(212) 477 68 68,(212) 649 67 27,1354346106,gaziyasargilio.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,SAKARYA İLKOKULU,YENİ MAHALLE MAH. 605/1. SK. SAKARYA ILKOKULU BLOK NO: 1/1 GAZİOSMANPAŞA / İSTANBUL,(212) 477 80 45,(212) 649 96 38,3111415026,sakarya_ilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,SELAHADDİN EYYUBİ İLKOKULU,KARAYOLLARI MAH. 634. SK. SELAHATTİN EYYUBİ SİTESİ İLKÖĞRETİM OKULU BLOK NO: 29-31 GAZİOSMANPAŞA / İSTANBUL,(212) 538 94 99,,1738068913,selahaddineyyubiilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,ŞÜKRÜ YEMENİCİOĞLU İLKOKULU,HÜRRİYET MAH. 315. SK. ŞÜKRÜ YEMENCİOĞLU İÖO KA BLOK NO: 13 İÇ KAPI NO: 1 GAZİOSMANPAŞA / İSTANBUL,(212) 535 30 81,(212) 535 18 70,1075355329,sukruyemeniciogluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,TOKİ AVRUPA KONUTLARI İLKOKULU,KARAYOLLARI MAH. ABDİ İPEKÇİ CAD. TOKİ AVRUPA KONUTLARI İLKÖĞRETİM OKULU NO: 26 GAZİOSMANPAŞA / İSTANBUL,(212) 609 66 10,(212) 609 62 04,1620170587,tokiavrupakonutlariilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,YENİ MAHALLE İLKOKULU,YENİ MAH. 545. SK. KAT:3 BLOK NO: 24/1 İÇ KAPI NO: 1 GAZİOSMANPAŞA / İSTANBUL,(212) 538 02 50,(212) 477 22 13,1018357283,gopyenimahalleio.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,YILDIZTABYA İLKOKULU,YILDIZTABYA MAH. ORTANCALI SK. YILDIZTABYA İLKÖĞRETİM OKULU BLOK NO: 1 İÇ KAPI NO: 1 GAZİOSMANPAŞA / İSTANBUL,(212) 627 72 25,(212) 627 72 24,1740433030,yildiztabyailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,100. YIL İLKOKULU,100.YIL İLKOKULU YILDIZTABYA MAH. TEMAŞA SK. NO: 198 İÇ KAPI NO: 1 GAZİOSMANPAŞA / İSTANBUL,(212) 563 70 86,(212) 578 32 97,2075268264,gop100yililkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GAZİOSMANPAŞA,23 NİSAN İLKOKULU,KARAYOLLARI MAH. ABDİ İPEKÇİ CAD. 23 NİSAN İLKÖĞRETİM OKULU BLOK NO: 27 İÇ KAPI NO: 4 GAZİOSMANPAŞA / İSTANBUL,(212) 538 11 18,(212) 479 50 02,2304114479,gop23nisanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,ATATÜRK İLKOKULU,MERKEZ MAH. FEVZİ ÇAKMAK CAD. NO: 23 GÜNGÖREN / İSTANBUL,(212) 557 84 86,(212) 554 70 90,2476609116,gungorenataturk.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,CUMHURİYET İLKOKULU,GENÇOSMAN MAH. GEÇİT SK. NO: 18 İÇ KAPI NO: 1 GÜNGÖREN / İSTANBUL,(212) 568 37 79,(212) 568 37 66,3562316509,gungorencumhuriyetio.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,DR.LÜTFÜ KIRDAR İLKOKULU,TOZKOPARAN MAH. TANKÇI SK. DR LÜTFÜ KIRDAR ILK OKULU BLOK NO: 1 GÜNGÖREN / İSTANBUL,(212) 481 17 72,(212) 481 61 61,2371612793,drlutfukirdario.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,ERGENEKON İLKOKULU,MERKEZ MAH. SOKULLU MEHMET PAŞA CAD. NO: 15 İÇ KAPI NO: -23 GÜNGÖREN / İSTANBUL,(212) 643 60 00,(212) 643 67 79,2016724441,ergenekonilkokulu34.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,GÜNDOĞDU İLKOKULU,SANAYİ MAH. YUNUS EMRE SK. GÜNDOĞDU İ.Ö.OKULU SİTESİ NO: 30 GÜNGÖREN / İSTANBUL,(212) 557 98 47,(212) 557 98 47,1953726690,gungorengundogdu.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,GÜNEŞLİTEPE İLKOKULU,GÜNEŞTEPE MAH. KEŞİF SK. GÜNEŞLİTEPE İLKÖĞRETİM OKULU BLOK NO: 24 GÜNGÖREN / İSTANBUL,(212) 461 56 51,(000) 000 00 00,2041381456,guneslitepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,GÜNGÖREN YAHYA ÇAVUŞ İLKOKULU,GENÇOSMAN MAH. MUSTAFA YAŞAR CAD. NO: 11 İÇ KAPI NO: 1 GÜNGÖREN / İSTANBUL,(212) 647 57 39,(212) 647 57 89,1730534029,gungorenyahyacavus.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,HAZNEDAR ABDİ İPEKÇİ İLKOKULU,GÜVEN MAH. İLKYUVA CAD. NO: 41 GÜNGÖREN / İSTANBUL,(212) 504 73 74,(212) 539 79 12,2624843096,haznedarabdiipekciio.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,KEMAL KAYA İLKOKULU,MAREŞAL ÇAKMAK MAH. AYVACIK SK. NO: 23 İÇ KAPI NO: 34 GÜNGÖREN / İSTANBUL,(212) 575 03 58,(212) 642 63 32,2614904643,kemalkayailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,ŞEHİTLER İLKOKULU,GÜNEŞTEPE MAH. UĞURLU SK. ŞEHİTLER İ.Ö.OKULU SİTESİ NO: 2 GÜNGÖREN / İSTANBUL,(212) 461 17 20,(212) 461 17 12,1347746800,sehitlerilk.meb.k12.tr,İlkokul,225
İSTANBUL,GÜNGÖREN,50. YIL AHMET MERTER İLKOKULU,ABDURRAHMAN NAFİZ GÜRMAN MAH. ŞAİR AHMET KUTSİ TECER CAD. AHMET MERTER İ.Ö.O. SİTESİ NO: 23 İÇ KAPI NO: 1 GÜNGÖREN / İSTANBUL,(212) 553 95 88,(212) 505 30 11,1065756296,50yilahmetmerter.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,BOSTANCI İLKOKULU,BOSTANCI MAH. TAYYARECİ RESMİ SK. BOSTANCI ILK OKULU BLOK NO: 25 KADIKÖY / İSTANBUL,(216) 362 21 91,(216) 362 81 67,5393237655,bostanci.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,CEMAL DİKER İLKOKULU,19 MAYIS MAH. TURABOĞLU SK. CEMAL DİKER İLKOKULU BLOK NO: 3 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 380 24 69,(216) 384 37 79,3165714514,cemaldiker.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,CENAP ŞAHABETTİN İLKOKULU,KOŞUYOLU MAH. CENAP ŞAHABETTİN SK. CENAP SAHABETTIN ILKOGR BLOK NO: 45 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 339 09 33,(216) 327 05 48,1492642135,cenapsahabettinilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,DR SAİT DARGA İLKOKULU,ACIBADEM MAH. İKLİM SK. NO: 2/1 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 546 06 04,(216) 546 06 08,1955267487,saitdargailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,ERENKÖY ŞEHİT ORHUN GÖYTAN İLKOKULU,CADDEBOSTAN MAH. NURETTİN ALİ BERKOL SK. ERENKÖY İ.Ö.O. BLOK NO: 24 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 369 98 00,(216) 478 14 74,1984663813,erenkoyilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,GÖZTEPE İLKOKULU,GÖZTEPE MAH. ORAMİRAL KEMAL KAYACAN SK. GÖZTEPE ILKOKULU BLOK NO: 10 KADIKÖY / İSTANBUL,(216) 355 20 71,(216) 369 75 78,2536047141,goztepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,IHSAN SUNGU İLKOKULU,RASİMPAŞA MAH. KIZILAY SK. IHSAN SUNGU ILKOGRETIM BLOK NO: 1 İÇ KAPI NO: A KADIKÖY / İSTANBUL,(216) 338 76 37,(216) 336 51 22,2640403867,ihsansunguio.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,İLHAMİ AHMED ÖRNEKAL İLKOKULU,GÖZTEPE MAH. BAĞDAT CAD. ILHAMI AHMET ORNEKAL ILKOKULU BLOK NO: 219 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 355 52 09,(216) 386 25 25,2331714440,iaornekalilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,İNÖNÜ İLKOKULU,EĞİTİM MAH. YEŞİLKÖŞK SK. INÖNU.ILKÖĞRETİM.OKULU BLOK NO: 35 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 337 54 22,(216) 337 54 21,2669203081,kadikoyinonu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,KALAMIŞ ŞEHİT MURAT ÖZYALÇIN İLKOKULU,FENERBAHÇE MAH. AHMET MİTHATEFENDİ CAD. ŞEHİT MURAT ÖZYALÇIN BLOK NO: 14 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 348 11 41,(216) 337 08 11,2428011072,kalamis.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,KOZYATAĞI ŞÜKRAN KARABELLİ İLKOKULU,KOZYATAĞI MAH. ŞAKACI SK. KOZYATAĞI ŞÜKRAN KARABELLİ İLKOKULU BLOK NO: 25 KADIKÖY / İSTANBUL,(216) 646 85 10,(216) 416 35 45,3150128175,kozyatagisk.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,LEMAN KAYA İLKOKULU,BOSTANCI MAH. BOSTANLARARASI SK. KAYA SİTESİ LEMAN KAYA I.O. BLOK NO: 55 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 362 28 55,(216) 372 35 43,1701435537,lemankaya.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,MEHMET KARAMANCI İLKOKULU,SUADİYE MAH. KURUDERE SK. MEHMET KARAMANCI ILKOGR BLOK NO: 2 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 373 95 75,(216) 373 95 76,1039057573,mehmetkaramanci.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,MODA İLKOKULU,CAFERAĞA MAH. DR. ESAT IŞIK CAD. MODA ILKOGRETIM OKULU BLOK NO: 44 İÇ KAPI NO: 9999 KADIKÖY / İSTANBUL,(216) 336 04 69,(216) 347 00 83,1932127580,modailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,MUSTAFA AYKIN İLKOKULU,FENERYOLU MAH. GAZİ MUHTARPAŞA SK. MUSTAFA AYKIN İLKOKULU NO: 25 KADIKÖY / İSTANBUL,(216) 567 92 05,(216) 567 96 57,2263616589,mustafaaykinio.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,MÜNEVVER ŞEFİK FERGAR İLKOKULU,DUMLUPINAR MAH. HIZIRBEY CAD. MUNEVVER SEFIK FERGAR I BLOK NO: 209 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 565 02 61,(216) 565 01 35,1734763517,msfio.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,NİHAT IŞIK İLKOKULU,CAFERAĞA MAH. PROF. VEHBİ SARIDAL SK. NIHAT ISIK ILKOGRETIM O BLOK NO: 3 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 336 49 67,(216) 414 22 44,1569439654,nihatisik.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,ÖĞRETMEN HARUN REŞİT İLKOKULU,MERDİVENKÖY MAH. ŞAİR ARŞİ CAD. OGRETMEN HARUN RESIT IL BLOK NO: 2 İÇ KAPI NO: 2 KADIKÖY / İSTANBUL,(216) 386 04 63,(216) 302 43 30,2176019590,harunresitilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,SEMİHA ŞAKİR İLKOKULU,MERDİVENKÖY MAH. ŞAİR ARŞİ CAD. SEMİHA ŞAKİR İLKOKULU SİTESİ NO: 59 KADIKÖY / İSTANBUL,(216) 350 09 51,,2419354796,semihasakirilkokul.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,ŞENER BİRSÖZ İLKOKULU,SAHRAYI CEDİT MAH. KİREÇHANELER SK. SENER BIRSOZ ILKOGRETIM BLOK NO: 6 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 385 04 68,(216) 385 04 68,1686136084,senerbirsozilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,TURHAN VE MEDİHA TANSEL İLKOKULU,SUADİYE MAH. SUADİYE CAMİİ SK. TURHAN MEDIHA TANSEL IL BLOK NO: 33 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 372 29 40,(216) 380 18 21,2424411409,tmtanselilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,ZİHNİPAŞA İLKOKULU,ERENKÖY MAH. TELLİKAVAK SK. NO: 27 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 411 61 11,(216) 369 97 49,3378420685,zihnipasaio.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,ZÜHTÜPAŞA İLKOKULU,ZÜHTÜPAŞA MAH. HASANAMİR SK. ZUHTUPASA ILKOGRETIM OK BLOK NO: 7 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 336 01 88,(216) 550 46 46,2540807308,zuhtupasaio.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,29 EKİM İLKOKULU,MERDİVENKÖY MAH. MERDİVENKÖY CAD. 29 EKIM ILKOGRETIM OKULU BLOK NO: 20A KADIKÖY / İSTANBUL,(216) 566 56 06,(216) 566 43 55,2170619767,kadikoy29ekimilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,30 AĞUSTOS İLKOKULU,19 MAYIS MAH. YUSUF BAHA GÜRCAN SK. 30 AĞUSTOS ILK OKULU BLOK NO: 2A KADIKÖY / İSTANBUL,(216) 361 84 27,(216) 384 38 61,1069356705,30agustosilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KADIKÖY,60 YIL ANADOLU İLKOKULU,ACIBADEM MAH. ASALET SK. 60.YIL ILKOGRETIM OKULU A BLOK NO: 3 İÇ KAPI NO: 1 KADIKÖY / İSTANBUL,(216) 325 18 32,(216) 326 18 28,1247250333,60yilanadoluilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,AŞIK VEYSEL İLKOKULU,NURTEPE MAH. SINIR SK. NO: 30 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 294 24 71,(212) 294 70 92,2057556637,kagithaneasikveyselio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,ATATÜRK İLKOKULU,SEYRANTEPE MAH. CAN SK. NO: 6 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 325 84 84,(212) 325 50 79,1706235866,kagithaneataturk.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,AVRUPA KONUTLARI ÇAMLIVADİ İLKOKULU,HAMİDİYE MAH. İHLAS SK. NO: 7 KAĞITHANE / İSTANBUL,,,1273108587,772048.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,CEVDET ŞAMİKOĞLU İLKOKULU,GÜRSEL MAH. DARÜLACEZE CAD. CEVDET ŞAMİKOĞLU İ.Ö.OKULU SİTESİ NO: 40 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 210 12 12,(212) 221 80 97,2821628092,cevdetsamikogluio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,FERİT AYSAN ÇAĞDAŞ YAŞAM İLKOKULU,MERKEZ MAH. TOPKARA SK. NO: 2 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 295 88 88,(212) 295 88 89,1226251781,feritaysan.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,FINDIKLI İLKOKULU,TALATPAŞA MAH. YOLÜSTÜ SK. FINDIKLI İ.Ö.OKULU SİTESİ NO: 2/1 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 320 22 22,(212) 320 37 97,2499409452,kagithanefindikliilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,GÜNEBAKAN İLKOKULU,TALATPAŞA MAH. ÖZTOPRAK SK. NO: 17 İÇ KAPI NO: 0 KAĞITHANE / İSTANBUL,(212) 220 38 40,(212) 220 30 30,1639392933,gunebakanio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,HARMANTEPE İLKOKULU,HARMANTEPE MAH. ABDİ İPEKÇİ CAD. HARMANTEPE İLKOKULU BLOK NO: 7 KAĞITHANE / İSTANBUL,(212) 325 71 00,(000) 000 00 00,1993626165,harmantepeilk.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,İMECE İLKOKULU,HAMİDİYE MAH. HASDAL CAD. NO: 39 İÇ KAPI NO: A KAĞITHANE / İSTANBUL,(212) 321 03 11,(212) 321 03 12,1672336896,imeceilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,İSMAİL EREZ İLKOKULU,HAMİDİYE MAH. SAFA SK. İSMAİL EREZ İLKOKULU BLOK NO: 1/1 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 294 20 24,(212) 294 20 25,2657833253,ismailerezilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,KEMAL HALİL TANIR İLKOKULU,SEYRANTEPE MAH. OĞUZELİ SK. NO: 34 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 270 81 51,(212) 264 23 12,1726368341,khti.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,KOCATEPE İLKOKULU,TELSİZLER MAH. AĞAOĞLU SK. NO: 1 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 264 76 28,(212) 264 76 28,2376413569,kocatepeilko.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,MEHMET AKİF ERSOY İLKOKULU,MEHMET AKİF ERSOY MAH. HOŞSOHBET CAD. MEHMET AKIF ERSOY OKULU BLOK NO: 1 KAĞITHANE / İSTANBUL,(212) 221 07 75,(212) 221 23 97,2160720658,kagithanemaeio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,MEHMET RIFAT YALMAN İLKOKULU,SULTAN SELİM MAH. BEYZADE SK. NO: 15 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 283 23 56,(212) 283 23 22,1720635356,mehmetrifatyalmanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,METEHAN İLKOKULU,ŞİRİNTEPE MAH. OKUR SK. NO: 2 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 270 16 06,(212) 264 50 53,1199552769,kagithanemetehanilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,NEF İLKOKULU,ORTABAYIR MAH. GÜRHAN SK. NO: 13 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 264 08 82,(212) 270 21 95,3092825169,nefilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,OSMAN FARUK VERİMER İLKOKULU,ÇELİKTEPE MAH. İSMET İNÖNÜ CAD. OSMAN FARUK VERIMER ILKOKULU BLOK NO: 60 KAĞITHANE / İSTANBUL,(212) 264 02 91,(212) 264 02 91,1493875361,osmanfarukverimerilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,OSMAN GAZİ İLKOKULU,GÜRSEL MAH. IŞIKLI SK. NO: 12 İÇ KAPI NO: 4 KAĞITHANE / İSTANBUL,(212) 320 38 01,(212) 221 84 04,1845431087,osmangaziio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,ÖNDER İLKOKULU,HÜRRİYET MAH. BERRA SK. NO: 1 İÇ KAPI NO: A KAĞITHANE / İSTANBUL,(212) 224 19 19,(212) 219 70 77,2189253483,onderilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,SEYRANTEPE İLKOKULU,SEYRANTEPE MAH. OĞUZELİ SK. NO: 34 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 264 36 91,(212) 278 88 35,1726368341,seyrantepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,ŞAİR YAHYA KEMAL İLKOKULU,YAHYA KEMAL MAH. BAKKAL SK. NO: 7 KAĞITHANE / İSTANBUL,(212) 269 76 63,(212) 284 66 65,3782811206,sairyahyakemalilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,ŞEHİT HAMZA ECE İLKOKULU,MERKEZ MAH. TABYA CAD. NO: 22 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 294 17 60,(212) 294 17 59,2230954352,sehithamzaece.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,TINAZTEPE İLKOKULU,HARMANTEPE MAH. ÇELENK SK. NO: 25-1 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 281 49 49,(212) 284 56 65,3436912392,tinaztepeilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,TİCARET ODASI İLKOKULU,EMNİYETEVLERİ MAH. YENİÇERİ SK. NO: 3 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 281 44 68,(212) 281 44 65,2946129208,ticaretodasio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,TÜLİN MANÇO İLKOKULU,MEHMET AKİF ERSOY MAH. DARÜLACEZE CAD. TÜLİN MANÇO İ.Ö.OKULU SİTESİ NO: 44A KAĞITHANE / İSTANBUL,(212) 235 93 03,(212) 237 87 80,2662937453,tulinmancoilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,VASFİ ÇOBANOĞLU İLKOKULU,MERKEZ MAH. TOPKARA SK. NO: 2 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 224 61 19,(212) 296 01 48,1226251781,vasficobanogluio.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,YAŞAR DOĞU İLKOKULU,SULTAN SELİM MAH. ŞAHİNLER CAD. NO: 2 KAĞITHANE / İSTANBUL,(212) 264 02 60,(212) 270 32 24,2294516220,yasardoguilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,ZİYAPAŞA İLKOKULU,HÜRRİYET MAH. EĞİTİM SK. OKUL BLOK NO: 1 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 247 05 37,(212) 225 53 83,1935164366,ziyapasailkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KAĞITHANE,ZUHAL İLKOKULU,ÇAĞLAYAN MAH. VATAN CAD. NO: 25 İÇ KAPI NO: 1 KAĞITHANE / İSTANBUL,(212) 296 97 98,(212) 296 43 85,2115156321,zuhalilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KARTAL,BEDRİ RAHMİ EYÜBOĞLU İLKOKULU,ESENTEPE MAH. KIZILIRMAK SK. BEDRİ RAHMİ EYÜBOĞLU İLKOKULU BLOK NO: 10 İÇ KAPI NO: 1 KARTAL / İSTANBUL,(216) 306 86 95,(216) 387 72 86,1795069671,breilkokulu.meb.k12.tr,İlkokul,225
İSTANBUL,KARTAL,CUMHURİYET İLKOKULU,HÜRRİYET MAH. ADNAN KAHVECİ CAD. CUMHURİYET İLKÖĞRETİM OKULU BLOK NO: 105 KARTAL / İSTANBUL,(216) 377 13 68,(216) 452 08 29,2374013783,kartalcumhuriyet.meb.k12.tr,İlkokul,225
İSTANBUL,KARTAL,EGE SANAYİ İLKOKULU,GÜMÜŞPINAR MAH. GÜVEKANDİLİ SK. EGE SANAYI ILKOKULU BLOK NO: 10/1 KARTAL / İSTANBUL,(216) 377 74 72,(216) 452 14 35,1540678339,egesanayiio.meb.k12.tr,İlkokul,225
İSTANBUL,KARTAL,EMİNE VE HASAN AYTAÇMAN İLKOKULU,ESENTEPE MAH. TOROS CAD. EMINE VE HASAN AYTAMAN IÖO BLOK NO: 32 KARTAL / İSTANBUL,(216) 374 38 51,,1545185264,aytacman.meb.k12.tr,İlkokul,225
İSTANBUL,KARTAL,ERGENEKON İBRAHİM ŞAKİR İLKOKULU,ATALAR MAH. KÖPRÜBAŞI CAD. İLKÖĞRETİM OKULU BLOK NO: 1 İÇ KAPI NO: 1 KARTAL / İSTANBUL,(216) 473 01 56,(216) 473 01 58,2290016480,ergenekonibrahimsakirilkokulu.meb.k12.tr,İlkokul,225
